"estimacion_id","descripcion","precio"
17441,"Cobertor plastico para grada Rh",0.00
17441,"Bisagra Rh para Parrilla frontal o Tono",0.00
17441,"Tolva plastica inferior deo Panel Frontal",0.00
17441,"Breque para puerta Rh",0.00
17441,"2 Bisagras de puerta del. Rh",0.00
17441,"Evaluacion de Blower para Sistema de A/C",0.00
17440,"Refuerzo de Bomper trasero",0.00
17440,"Stop RH de compuerta",0.00
17440,"Reflector trasero RH",0.00
17440,"Bomper Trasero inferior",0.00
17440,"Stop RH de faldon",0.00
17440,"Evaluacion Sensores Traseros",0.00
17439,"Evaluacion mecanica trasera RH",0.00
17439,"Tolva de faldon rh",0.00
17439,"Tapon de Remolque",0.00
17439,"Empaque de puerta trasera RH",0.00
17439,"Moldura central de bomper frontal",0.00
17439,"Bomper frontal",0.00
17439,"Bisagras de puerta Trs. Rh (2)",0.00
17439,"Pescante RH",0.00
17439,"Cremallera de puerta Tras. RH",0.00
17439,"Chapa de puerta Tras. RH",0.00
17439,"Puerta del. RH",0.00
17439,"Marco de pueerta del. RH",0.00
17439,"Juego de Pitos",0.00
17439,"Rejilla central de Bomper frontal",0.00
17438,"Moldura  central  de  bomper frontal",0.00
17438,"Grada  LH",0.00
17438,"seguros de  bomper frontal    10",0.00
17437,"Stop LH SUPERIOR",0.00
17436,"3/4 power steering",650.00
17436,"Filtro  de  Hidrahulico",0.00
17436,"Cremallera de direccion equivalente",0.00
17436,"Terminales",1400.00
17435,"Cacho trasero RH",2000.00
17435,"seguros de  bomper  trasero  10",200.00
17435,"Seguros  de fender  trasero rh",165.22
17435,"Guia trasera RH",600.00
17435,"Fender trasero RH",1600.00
17434,"Blower /Equivalente",3500.00
17433,"2 Bulbos 1 y 2 Contactos",0.00
17433,"1 Bulbo H-4",0.00
17433,"Tolva de condensador lado LH",0.00
17433,"Chapa de Tono",0.00
17433,"Parrilla Frontal Negra",0.00
17433,"Guia de guardafango  LH",0.00
17433,"Foco Lh",0.00
17433,"Seguros para Bomper /12",0.00
17433,"Bomper Frontal",0.00
17433,"Tapon de HAloegan Lh",0.00
17432,"retrovisor LH",9200.00
17431,"Filtro de aceite",604.00
17431,"8/4 de aceite  15w40",1800.00
17431,"Filtro de aire",1408.00
17427,"Bomper trasero",3500.00
17427,"Seguros de  bomper  trasero",0.00
17426,"Tapon remolque",0.00
17426,"Cremallera de puerta Tras. RH",0.00
17426,"Puerta del. RH",0.00
17426,"Moldura de puerta RH",0.00
17426,"bisagrsa  puerta tras RH(2)",0.00
17426,"Bomper frontal",0.00
17426,"Chapa Puerta tras RH",0.00
17426,"Moldura central bomper frontal",0.00
17426,"Rejilla central Bomper frontal",0.00
17426,"Juego de Pitos",0.00
17426,"Empaque de puerta tras. RH",0.00
17426,"Tolva faldon RH",0.00
17426,"Evaluación mecanica Trasera RH",0.00
17426,"Pescante RH",0.00
17425,"Bomper trasero Sup.",0.00
17425,"Moldura Inf. Bomper Tras.",0.00
17425,"Reflector RH",0.00
17425,"Guia RH de bomper Tras.",0.00
17425,"Sensore trasero",0.00
17425,"Compuerta trasera",0.00
17425,"Seguro moldura Inf de compuerta",0.00
17425,"Ducto de escape",0.00
17425,"Bomper trasero Inf.",0.00
17425,"Extención de bomper RH",0.00
17425,"Refuerzo trasero",0.00
17425,"Moldura Inf compuerta Tras.",0.00
17425,"Letra RAV4 4WD",0.00
17425,"Moldura central de bomper tras (Gris)",0.00
17425,"Mofle de escape",0.00
17422,"Moldura Inf para bomper frontal",0.00
17421,"Deposito de coolant",0.00
17421,"30 Seguros para empaque de tono",0.00
17421,"Bomper delantero",0.00
17421,"Bulbo H-4",0.00
17421,"Bulbo de Cortercia 2 contactos",0.00
17421,"Guardafando Del. LH",0.00
17421,"Patas Tono",0.00
17421,"Guia Guardafango Del. LH",0.00
17421,"Tolva de intercooler Central 2 secciones",0.00
17421,"Tono",0.00
17421,"Empaque tono",0.00
17421,"Bulbo de Via",0.00
17421,"Tijeras  Sup  e inf Del. LH",0.00
17421,"tolva de condensador Lh",0.00
17421,"Llanta Brigestone 255/70/R16",0.00
17421,"tolva guardafango Del. LH",0.00
17421,"Bateria Motor",0.00
17421,"Base plastica de Bateria",0.00
17421,"Radiador",0.00
17421,"Flecha completa Del. LH",0.00
17421,"Sello de flecha Del. LH",0.00
17421,"Amortiguador del. LH",0.00
17421,"Terminal de rueda Del. LH",0.00
17421,"Terminal de barra Estabilizadora Del. LH",0.00
17421,"Muñon de rueda Del. LH",0.00
17421,"Rin convesional 16",0.00
17421,"Parrilla Frontal",0.00
17421,"Sensor de ABS",0.00
17421,"Foco delantero LH",0.00
17421,"**TOTAL  REPUESTOS",198750.00
17421,"Marco de bateria",0.00
17421,"Seguros de parrilla frontal",0.00
17421,"Seguros de tolva de  guardafango LH",0.00
17421,"seguros de bomper frontal   12",0.00
17421,"Manguera  freno",0.00
17421,"Refuerzo de  bomper  frontal",0.00
17421,"Lodera del. LH",0.00
17421,"Juego de  pitos de platos",0.00
17421,"Aleta LH  plastica  inferior de  bomper forntal",0.00
17421,"Guai lh de foco",0.00
17421,"Pechera metalica de motor",0.00
17421,"Balinera de rueda delantera Lh",0.00
17421,"Tolva de  parabrisas",0.00
17421,"Coolan",0.00
17421,"2/4 Aceite diferencial Del. 80W90",0.00
17421,"Bufa de rueda delantera  LH",0.00
17421,"Muñequin de Rueda  Del. LH",0.00
17419,"Tolva ventiladora",0.00
17419,"Parrilla Frontal",0.00
17419,"Seguro de varilla tono",0.00
17419,"Moldura tono RH Y Ext.",0.00
17419,"Bolsa aire para timon",0.00
17419,"Condensador",0.00
17419,"Marco Montaje Frontal",0.00
17419,"Bolsa aire tablero",0.00
17419,"Caja Depurador",0.00
17419,"Juego cinturones",0.00
17419,"Tolva de Condensador RH y LH",0.00
17419,"Tolva de Parabrisas",0.00
17419,"Tolva Guarda RH",0.00
17419,"Bomper frontal",0.00
17419,"Tono",0.00
17419,"Patas tono RH Y LH",0.00
17419,"Modulo de Bolsas",0.00
17419,"Lodera Del. RH",0.00
17419,"Guardafango RH",0.00
17419,"Tolva sup marco montaje Frontal",0.00
17419,"Tapón RH Bomper Frontal",0.00
17419,"Foco RH",0.00
17419,"Refuerzo Bomper Frontal",0.00
17419,"Bolsa aire de rodilla Del. LH",0.00
17419,"Filtro Aire",0.00
17419,"Vidrio Frontal",0.00
17419,"Tablero superior",0.00
17419,"Radiador",0.00
17419,"Centro magnetica Timar",0.00
17419,"Rejilla central de  bomper frontal",0.00
17418,"Bomper frontal",3500.00
17418,"Flecha delantera RH COMPLETA",6500.00
17418,"Bota externa de flecha  delantera RH",920.00
17418,"Manguera de frenos",3500.00
17418,"Seguros de tolva de  guardafango rh",300.00
17418,"Cobertor superior de  motor",4500.00
17418,"Aro de foco  RH, Aro negro de  stop rh",6500.00
17418,"Amortiguador del. RH",1200.00
17418,"Foco rh",2999.00
17418,"Sensores     de ABS",3800.00
17418,"Guia RH de  Bomper frontal",600.00
17418,"Tijera del. rh  superior",2500.00
17418,"Tolva de  guardafango  rh   2",750.00
17418,"Balinera del. rh",2070.00
17418,"Bufa delantera RH",3890.00
17418,"Muñon  delantero rh",4500.00
17418,"Muñequin del. RH",650.00
17418,"Terminal delantero RH",650.00
17418,"1 Rin # 16 delantero",8000.00
17418,"1 llant a  lt255/70r16 maxxis",5500.00
17418,"Pata rh de  tono",450.00
17418,"Bomper  trasero",5950.00
17418,"Tijera  del rh  inferior",3500.00
17418,"Deposito de  parabrisas",2800.00
17418,"Manguera de intercooler",4500.00
17418,"Parrilla frontal",2500.00
17418,"Deposito de coolant",1500.00
17418,"Seguros de  bomper frontal  12",300.00
17418,"Bateria",4200.00
17418,"Sticker 4x4  OFF ROAD de faldon",2000.00
17418,"Stop RH     de faldon",1800.00
17418,"Spoiler inferior de  bomper frontal",2200.00
17418,"Tono",5900.00
17418,"Guardafango RH",2200.00
17418,"cromo de  parrilla frontal",2300.00
17418,"Via rh de  guardafango",250.00
17416,"Tapa de retrrovisor LH",2000.00
17416,"Empaque de Puerta Del. LH",3900.00
17416,"Tapadera de asiento LH",8000.00
17416,"Motor de cremallera",4900.00
17415,"Seguros para Tolva Inferior de Motor (10)",350.00
17412,"Copita de rin del. LH",0.00
17412,"Sistema de Bolsas de AIBAG - Completo",0.00
17412,"Vidrio frontal equivalente",6300.00
17411,"Tornillo de Cabina lado Rh",0.00
17411,"Bufas de Ruedas delanteras Rh",0.00
17411,"Llantas delantera Rh  -265/65 R17 USADA",0.00
17411,"Muñequin de rueda delantero Rh",0.00
17411,"Terminal de direccion delantero Rh",0.00
17411,"Muñon de rueda delantero Rh",0.00
17411,"Amortiguador delantero Rh",0.00
17411,"Breque de puerta delantera Rh",0.00
17411,"Barra estabilizadora  del. Rh",0.00
17411,"Tijera Inferior delantera Rh",0.00
17411,"2 Bisagras de puerta delantera Rh",0.00
17411,"Guardafango Delantero Rh",0.00
17411,"Lodera delantera HILUX",0.00
17411,"Puerta delantera Rh",0.00
17411,"Balineras de Rueda delanteras Rh",0.00
17411,"Tijera superior delantera RH",0.00
17411,"***  TOTAL REPUESTOS***",34580.00
17409,"Bufa Trasera Rh/ Equivalente Nueva",4100.00
17409,"Terminal de barra est. Tras. Rh / N- E",950.00
17409,"Terminal de Barra est. Del. Rh/N-E",680.00
17409,"Terminal de Direccion para Caja Rh/ N-E",2500.00
17409,"Tijera Superior Trasera Rh / N-E",3600.00
17407,"Seguros de  bomper  trasero",0.00
17407,"Bomper  trasero",0.00
17407,"Compuerta  trasera",0.00
17407,"Vidrio  trasero",0.00
17404,"Bulbo para Halogena Rh",450.00
17403,"Bulbos para HAlogena Rh",450.00
17402,"Ventiladora de motor (Usada)",4500.00
17399,"Empaque de  tapadera de valvula",350.00
17399,"2 carbucleanir",250.00
17397,"Seguros de tolva de guardafango rh  12",300.00
17397,"Cromo rh  de bomper frontal",0.00
17397,"Foco rh/ Equivalente Americano",5500.00
17397,"Bomper frontal Completo/Equivalente",12500.00
17397,"Tolva de guardafango Rh/ Misma",0.00
17397,"Halogena RH/ Misma",0.00
17397,"Tapon remolque Bomper Frontal",0.00
17397,"Mortor de tanque parabrisa",2500.00
17396,"Guia de foco lH",0.00
17396,"Foco LH",0.00
17396,"Guia lh de  bomper frontal",0.00
17394,"Tijera tensora superior Trasera RH",0.00
17394,"Bufa tras RH",0.00
17394,"Muñon tras RH",0.00
17394,"Reflector Tras RH",0.00
17394,"Balinera tras RH",0.00
17394,"Cremallera  de puerta Del. RH",0.00
17394,"Puertas delantera RH",0.00
17394,"Puertas Traseras RH",0.00
17394,"Moldura Inf de puerta trasera RH",0.00
17394,"Seguro (11) de Moldura Inf puerta trasera RH",0.00
17394,"Fender Trasero RH",0.00
17394,"Seguro (7) de Fender Trasero RH",0.00
17394,"Bisagra de Puerta Tras. RH (2)",0.00
17394,"Guia de Bomper trasero RH",0.00
17394,"Base de manecilla del. RH",0.00
17394,"Tolva de faldon RH",0.00
17394,"Lodera RH",0.00
17394,"Manecilla de puerta del. RH",0.00
17394,"Bisagra de puerta Del. RH (2)",0.00
17394,"Breque de puerta tras RH",0.00
17394,"Rin #17 (1)",0.00
17394,"Bomper Trasero Sup / Inf",0.00
17394,"Cremallera de puerta trasera RH",0.00
17394,"Amortiaguador RH",0.00
17393,"Valvula de canister de admision",3500.00
17392,"Stop trasero RH Y LH",0.00
17392,"Marco de Bateria",1200.00
17392,"4 Llantas 175/70 R13",14600.00
17392,"1 soporte caja de cambios",1300.00
17392,"2 hules media luna barra estabilizadora",1150.00
17392,"Hules y tornillos barra estabilizadora 2 juegos",1600.00
17392,"2 Bujes de Hojas de resortes",600.00
17392,"8 Hules de  hoja de resorte",2500.00
17392,"Aceite 80W90 - 12/4",2856.00
17392,"Sellos grasas",300.00
17392,"Balinera delanteras 2 grandes y  2 pequeñas",2350.00
17392,"Focos delantero",0.00
17392,"Sector dirección (Fuga)",31000.00
17392,"Discos delanteros (2)",2950.00
17392,"Tambores traseros",4200.00
17392,"Fricciones Delanteras",850.00
17392,"2 Amortiguadores traseros",2500.00
17392," Terminales 2 int",1550.45
17392,"Juego parabrisas 2 #18",920.00
17392,"1 Brazo loco",1950.00
17392,"Filtro de combustible",360.00
17392,"Rotuas 2 inf y 2 sup",3200.00
17392,"Bujes tijera 4 superiores",1447.53
17392,"Aceite 8/4 15 W40",1550.00
17392,"Filtro de aceite",140.00
17392,"Filtro de aire",290.00
17392,"sello de cigüeña trasero",1200.00
17392,"1 Brazo picman",1200.00
17392,"2 soportes motor",2000.00
17392,"Bulbos Vias",250.00
17392," Terminales 2 ext",850.00
17392,"2 Amortiguadores delanteros",1800.00
17392,"Bujes tijera inferiores 4",1500.00
17392,"Fricciones traseras",950.00
17390,"Foco LH",15000.00
17390,"Guia LH bomper frontal",0.00
17389,"Sensor abs del. LH equivalente",0.00
17389,"Sensor Velocidad rueda del.  LH",0.00
17389,"Amortiguador delantero   RH",0.00
17389,"** toltal repuestos",11000.00
17388,"Flecha tras RH",0.00
17388,"Camisa diferencia 3 partes torcidas",0.00
17388,"Tapiceria Techo",0.00
17388,"Balinera de Flecha",0.00
17388,"Panel Frontal de Paila",0.00
17388,"Techo",0.00
17388,"Stop LH",0.00
17388,"Reflector Faldon LH",0.00
17388,"Mazo de hoja de resorte 2 RH y 2 LH",0.00
17388,"Grapas hoja resorte 2 RH y 2 LH",0.00
17388,"Bujes hojas resortes 2",0.00
17388,"Vidrio Frontal",0.00
17388,"Bujes de Hojas resortes",0.00
17388,"Tijera Inf y Sup del RH",0.00
17388,"Tijera inf del LH",0.00
17388,"Tolva Guarda RH",0.00
17388,"Guia Foco RH",0.00
17388,"Deposito Codan",0.00
17388,"Lodera del LH",0.00
17388,"Pta Tras RH",0.00
17388,"Cinturon Tras RH",0.00
17388,"Cromos Parrilla frontal 3",0.00
17388,"Parrilla   Frontal",0.00
17388,"Bomper frontal",0.00
17388,"Vidrio trasero",0.00
17388,"Tapón deposito codan",0.00
17388,"Plato de flecha trasera RH",0.00
17388,"Muñon, bufe y balinera del RH",0.00
17388,"Foco RH/ LH",0.00
17388,"Paral tras RH",0.00
17388,"Paral Trasero Cabina",0.00
17388,"Moldura techo RH",0.00
17388,"Vidrio puerta Tras RH",0.00
17388,"Juego de Fricciones",0.00
17388,"Guarda RH",0.00
17388,"Grado RH",0.00
17388,"Esquineras de  tolva de  parabrisas",0.00
17388,"Rines 2 de lujo",0.00
17388,"Bomper trasero",0.00
17388,"Halogena RH",0.00
17388,"Tapon RH bomper frontal",0.00
17388,"Manecilla techo tras RH",0.00
17388,"Tapones de agarraderos de Paila 2",0.00
17388,"Tapiceria paral tras 2 sensores RH",0.00
17388,"Manecillas interna de puerta del LH",0.00
17388,"Retrovisor Interno",0.00
17388,"Moldura Techo LH",0.00
17388,"Cinturon del RH",0.00
17386,"Bomper trasero Inf.",0.00
17386,"Moldura Control Bomper Trasero",0.00
17386,"Reflector Trasero RH",0.00
17386,"Moldura Completa Tras.",0.00
17386,"Cacho Trasero Rh",0.00
17385,"Tolva de Guaradafago RH",0.00
17385,"Halogena RH",0.00
17385,"Lodera RH",0.00
17385,"Bomper Frontal",0.00
17385,"Guia RH de Bomper Frontal",0.00
17384,"Foco Lh",0.00
17384,"Guardafango LH",0.00
17384,"Caja de  fusibles",0.00
17383,"Seguros  de  bomper trasero",0.00
17383,"Cacho   trasero LH",0.00
17383,"Moldura  inferior de compuerta",0.00
17383,"Seguros de  moldura de compuerta  trasera",0.00
17382,"Retrovisor RH",0.00
17377,"Retrovisor RH",0.00
17375,"Defesa Frontal",0.00
17375,"Rejilla  inferior de  Bomper frontal",0.00
17375,"seguros de  bomper frontal",0.00
17374,"Tolva inf. De Motor",0.00
17374,"Bomper frontal",0.00
17374,"Spoiler inferior de bomper frontal",0.00
17374,"Tolva Inferior de chasis RH/LH",0.00
17373,"FALDON RH",0.00
17373,"stop RH",0.00
17373,"Sticker de faldon RH  DIESEL",0.00
17373,"Lodera trasera RH",0.00
17373,"Tolva  inferior de  faldon rh",0.00
17372,"Rejilla central de bomper frontal",0.00
17372,"Cromo de rejilla central",0.00
17372,"Aro de halgena RH",0.00
17372,"Cromos de  aro de  halogena RH",0.00
17372,"Sensor, base  y cableado de sensor rh de  rejilla",0.00
17372,"Aro de  placa frontal",0.00
17372,"Tolvas de  guardafangos RH/LH",0.00
17372,"seguros de  bomper frontal    10",0.00
17372,"Seguros de  tolvas de  guardafangos RH/LH",0.00
17371,"Tolvas  de guardafangos RH/LH",0.00
17371,"Bomper frontal",0.00
17371,"Parrilla frontal",0.00
17371,"Guia rh de  bomper frontal",0.00
17370,"Puerta  del RH equivalente",5500.00
17370,"ealuacion de Cremallera de pta de RH",0.00
17369,"Fender tras RH",0.00
17369,"Carcaza retrovisor RH",0.00
17369,"Manecilla tras RH cromado",0.00
17369,"Via de fender del RH",0.00
17369,"Via tras RH de fender",0.00
17368,"Foco rh",0.00
17368,"seguros de  tolva de  guardafango rh",0.00
17368,"seguros de  bomper frontal",0.00
17368,"Guardafango rh",0.00
17368,"Guia rh de  bomper frontal",0.00
17367,"Bomper frontal",2500.00
17367,"1/4 power struing",100.00
17367,"4 / 4 atf",641.72
17367,"Empaque de Carter",1000.00
17367,"Cremallera direccion",8500.00
17366,"*** Marco montaje frontal daño preexistente",0.00
17366,"Foco rh",0.00
17365,"Vidrio Frontal",0.00
17365,"Seguros de  tolva de  guardafango rh 12",0.00
17365,"Stop RH",0.00
17365,"Bomper frontal",0.00
17365,"seguros de  bomper frontal 10",0.00
17364,"Reflector Rh Trasero",0.00
17364,"evaluacion   Refuerzo de bomper trasero",0.00
17363,"Bomper trasero",0.00
17363,"Breque de pta del LH",0.00
17362,"puerta trasera RH",0.00
17362,"evlauacion de chapa de  puerta  tras. Rh",0.00
17361,"Chapa de Tono",0.00
17361,"Tono",0.00
17361,"Soportes de cabina RH/LH con hules y tornillos",0.00
17361,"Emblema de parrilla (ISUZU)",0.00
17361,"Tapon p coolan",0.00
17361,"Sensor de Temperatura",0.00
17361,"Ventiladora Motor",0.00
17361,"Refuerzo superior para parrilla",0.00
17361,"Tolva de Radiador",0.00
17361,"Parrilla frontal / Negro base",0.00
17361,"Radiador",0.00
17361,"Tolva laterales p condensador",0.00
17361,"Foco RH/LH",0.00
17361,"Cromo de Tono",0.00
17361,"Bomper frontal",0.00
17361,"Refuerzo de bomper frontal",0.00
17361,"Puente Central de chapa",0.00
17361,"Marco montaje frontal Parte central y laterales RH",0.00
17361,"*** Fan clouch",0.00
17361,"Patas de Tono RH/LH",0.00
17360,"Seg de tolva de faldon LH (10)",0.00
17359,"Via de retrovisor Lh",0.00
17358,"Extension de pta tras RH",0.00
17355,"Stop LH",0.00
17353,"Terminal del. RH",0.00
17353,"Tolva de guardafango  RH",0.00
17353,"Rejilla central con cromos",0.00
17353,"Parrilla frontal con cromos",0.00
17353,"Muñequin del. RH",0.00
17353,"Terminal Barra estabili tras RH",0.00
17353,"*** Tanque combustible",0.00
17353,"Bufa tras RH",0.00
17353,"Muñon tras RH",0.00
17353,"Tijera sup tras RH",0.00
17353,"Tijera tensora tras RH",0.00
17353,"Barra tensora tras RH",0.00
17353,"Tijera inf tras RH",0.00
17353,"Bomper frontal",0.00
17353,"*** posible daño en motor",0.00
17353,"Carter de motor",0.00
17353,"Spoiler inferior bomp frontal",0.00
17353,"Balinera tras RH",0.00
17353,"Terminal de  barra estabilizadora del. RH",0.00
17353,"Sensor de rueda  trasero RH",2000.00
17352,"Carcasa de Retrovisor RH",0.00
17351,"Stop LH",0.00
17349,"Base de manecilla del LH",0.00
17349,"Manecilla del LH",0.00
17348,"Bomper frontal",0.00
17348,"Parrilla Frontal",0.00
17348,"Base de Parrilla frontal",0.00
17348,"Tolvas guarda RH/LH",0.00
17348,"Biulbo halogena RH",0.00
17347,"Pescante LH",0.00
17347,"Bisagra de pta tras sup / inf",0.00
17347,"Grada LH",0.00
17347,"Moldura sup de pescante tras LH",0.00
17347,"Pta del LH",0.00
17347,"Pta tras LH",0.00
17347,"Seg inferior de pescante",0.00
17346,"Seguros de fender tras. LH",0.00
17344,"STOP RH",0.00
17343,"Reflector trasero RH / Rojo",0.00
17343,"Bomper trasero sup",0.00
17343,"Bomper trasero inf",0.00
17343,"Compta trasera",0.00
17343,"Emblema de Santa fe",0.00
17343,"*** tapiceria de compta trasera",0.00
17343,"*** Tapiceria del Marco Montaje trasero",0.00
17343,"Stop compta LH Roja/Blanca",0.00
17343,"Moldura central inf bomper trasero",0.00
17343,"Chapa compta trasera",0.00
17342,"Halogena RH/LH",3500.00
17342,"Cromo Halogena RH",1500.00
17342,"Stop RH",2000.00
17342,"Lodera tras LH",1800.00
17342,"Vidrio Frontal",3000.00
17342,"Bomper frontal",3600.00
17342,"Guardafango  RH",2500.00
17342,"Faldon RH/LH",36000.00
17342,"Compuerta trasera",9500.00
17342,"Guardafango LH",2500.00
17342,"Tolva guardafango RH/LH",1500.00
17342,"Puerta  del LH",9500.00
17342,"Bulbo halogena RH",250.00
17342,"Seguros de  tolva de  guardafango LH/RH",600.00
17342,"seguros de  bomper frontal    10",250.00
17342,"Sticker de  faldon rh/lh",1800.00
17342,"Moldura de puerta  trasera LH",1500.00
17341,"Seguros para Bomper/10",250.00
17338,"Seguros de bomper frontal 10",0.00
17338,"Seguros tolva guarda LH 8",0.00
17338,"seguros parrilla frontal 5",0.00
17338,"Parrilla Frontal",0.00
17338,"Rejilla bomper frontal",0.00
17338,"Guardafango LH",0.00
17338,"Tolva de Guardafango LH",0.00
17337,"Colgadores de escape (2) Metal",0.00
17337,"Bomper trasero",0.00
17337,"Colgadores de escape (2) Hule",0.00
17337,"Guia de  bomper trasero   tras LH",0.00
17337,"Resonador",0.00
17337,"Tuberia de Escape",0.00
17337,"seguros de  bomper trasero  8",0.00
17336,"Guia de bomper tras rh",0.00
17336,"Stop  tras RH",0.00
17336,"Seguros para Bomper /12",300.00
17335,"Bomper Frontal EQUIVALENTE",4500.00
17332,"Guia Rh de bomper frontal",600.00
17331,"Stop tras RH",0.00
17331,"Bomper trasero/cromo",0.00
17329,"Cromo de Defensa Frontal",0.00
17329,"Parrilla frontal",0.00
17329,"Defensa frontal",0.00
17328,"Termostato  original",2175.80
17327,"Ventiladora de  motor",1800.00
17327,"Empaque de  tapadera de valvula",1200.00
17327,"Vidrio frontal",2800.00
17327,"Bateria",3900.00
17327,"boton de perilla de  A/C",0.00
17327,"Parrilla frontal",2200.00
17327,"Juego de fenders  frontales",6000.00
17326,"seguros de  bomper  trasero  10",250.00
17326,"Bomper trasero",1800.00
17319,"Defensa Frontal",0.00
17319,"Cromo defensa frontal",0.00
17319,"Bomper frontal",0.00
17319,"Seg de tolva guarda RH (8)",0.00
17319,"Tolva de guarda RH",0.00
17319,"Guia de Bomper Rh",0.00
17319,"Foco rh",0.00
17318,"Parrilla frontal",0.00
17318,"Bomper frontal",0.00
17318,"Halogena LH",0.00
17318,"Cromo de  parrilla frontal",0.00
17318,"seguros de  bomper frontal",0.00
17318,"seguros de  bomper frontal    10",0.00
17316,"Cola cromada trasera RH  de escape",0.00
17316,"colgante de  escape trasero RH",0.00
17316,"4 Soportes de  bomper  trasero",0.00
17313,"Aceite ATF",600.00
17313,"Cremallera de direccion",8300.00
17313,"4 Balineras delanteras",1850.00
17312,"juego de  parabrisas",720.00
17312,"7/4 aceite 15W40",1540.00
17312,"bulbos de  retroceso trasera",100.00
17312,"Filtro de aceite",290.00
17312,"Filtro de   combustible",380.00
17312,"Filtro de aire  motor",405.00
17309,"7/4 aceite",1520.00
17309,"Filtro de aceite",250.00
17309,"2 Banda de Motor",920.00
17308,"Via LH de bomper LH",0.00
17308,"Bomper frontal",0.00
17308,"*** Marco montaje frontal",0.00
17307,"Seguros de  bomper frontal",250.00
17307,"Seguros de  tolva de  guardafango  LH",250.00
17307,"Tolva de guarda lh",650.00
17307,"Guia de Bomper LH",450.00
17306,"Empaque de compta tras",0.00
17306,"Evaluacion amortiguadores de compta",0.00
17306,"Emblema de compta tras (Toyota)",0.00
17306,"Tapiceria de compta",0.00
17306,"Tapiceria LH inferior de faldon",0.00
17306,"Reflectores de bomper tras RH/LH",0.00
17306,"Chapa de compta",0.00
17306,"Sensores de bomper tras",0.00
17306,"Seguros   de compta (18)",0.00
17306,"Stop de faldon LH",0.00
17306,"Alma tras bomper tras",0.00
17306,"Bomper trasero",0.00
17306,"Stop compta RH/LH",0.00
17306,"Compta tras",0.00
17306,"Tolvas interiores de bomper tras RH/LH",0.00
17306,"Seguros  de lodera LH (6)",0.00
17306,"Evaluacion Ventoleras de panel tras LH/RH",0.00
17305,"7/4 de aceite",1925.00
17305,"Filtro de aceite",250.00
17305,"Liquido de frenos",250.00
17305,"Juego de fricciones",2950.00
17304,"seguros de  moldura de compuerta  trasera  12",300.00
17304,"Moldura inf. de compta trasera",3500.00
17304,"Moldura de marco mont trasero (Usada)",2000.00
17302,"Seguro inferior de asiento del. RH",1000.00
17301,"Puente inferior de motor",0.00
17301,"Tijera del RH",0.00
17300,"Reflector LH Bomper Trasero",0.00
17298,"seguros de  bomper frontal    10",250.00
17298,"Foco rh",0.00
17298,"Tapon rh de bomper frontal",0.00
17298,"Bomper  frontal",2500.00
17298,"Tolva de  guardafango rh",600.00
17298,"Marco montaje frontal",3500.00
17298,"esquinera  rh de  guardafango",0.00
17298,"seguros de  tolva de guardafango  RH   12",300.00
17298,"Guia rh de bomper frontal",600.00
17298,"Guardafango rh",1800.00
17297,"Guia RH/LH",0.00
17297,"Bomper frontal",0.00
17296,"Vidrio frontal equivalente",2800.00
17296,"Parrilla Frontal  Cromada",2220.00
17295,"Parrilla frontal",1800.00
17294,"Refuerzo metalico  inferior de  bomper frontal",5614.00
17294,"bases de molduras (2)",3595.00
17294,"Polarizado Frontal",700.00
17292,"Juego de gradas Planas",0.00
17289,"Seguros de  bomper frontal",0.00
17289,"Seguros de tolva de guardafango RH 8",200.00
17288,"Bomper frontal",1300.00
17288,"Tono",4800.00
17288,"Chapa de tono",650.00
17288,"Refuerzo Bomper Frontal",1500.00
17288,"Parrilla Frontal",850.00
17288,"Emblema Frontal",0.00
17288,"Cromo parrilla Frontal",0.00
17288,"Foco rh",2000.00
17288,"patas tono RH/LH",600.00
17288,"Ventiladora Motor",0.00
17288,"Foco LH",2000.00
17288,"seguros de tolva de  guardafango rh/lh",500.00
17288,"seguros de bomper frontal   12",250.00
17286,"Kit de caja automatica/ Empaques y Discos de Embri",35000.00
17286,"Aceite de Caja -12/4 Max Life",2240.00
17284,"seguros de  bomper frontal",0.00
17284,"Rejilla Bomper frontal",0.00
17284,"Halogena RH",0.00
17284,"Cromos sup de bomper frontal RH/LH",0.00
17284,"Bomper frontal",0.00
17284,"seguros de parrilla  frontal",0.00
17284,"Cromos inf de bomper frontal RH/LH",0.00
17284,"Refuerzo de bomper frontal",0.00
17284,"Moldura central bomper frontal",0.00
17283,"Ducto de entrga de  filtro de aire",0.00
17283,"Tono   -",0.00
17283,"Vidrio frontal",0.00
17283,"Filtro de aire",0.00
17283,"Deposito de  agua  de parabrisas",0.00
17283,"Bomper  frontal",0.00
17283,"juego de  escobillas",0.00
17282,"Bomper frontal inferior",0.00
17282,"Seg de fender (10)",0.00
17282,"* Evaluar halogena LH",0.00
17282,"Fender delantero LH",0.00
17277,"Cremallera de puerta delantera   RH",0.00
17277,"Puerta tras RH",0.00
17277,"Puerta del RH",0.00
17276,"Rejilla de Bomper  Frontal",0.00
17276,"Seguro de Tono LH",0.00
17275,"Bomper superior delantero",0.00
17274,"Fender frontal LH",0.00
17273,"Pierna tras RH",0.00
17273,"Piso de baul",0.00
17273,"Moldura superior de compta",0.00
17273,"Bomper trasero",0.00
17273,"Refuerzo de B/T",0.00
